team,url,name,detail,SKU,RoyalBlue,price
New York Knicks,http://shop.neweracap.com/style/NBA-Solid-Team-59FIFTY-Cap/20869178,New York Knicks NBA Solid Team 59FIFTY Cap,"Made of 80% Wool, Woven, 20% Polyester, Woven",20869178,Orange,$34.99
New Orleans Pelicans,http://shop.neweracap.com/style/NBA-Solid-Team-59FIFTY-Cap/20869173,New Orleans Pelicans NBA Solid Team 59FIFTY Cap,"Made of 80% Wool, Woven, 20% Polyester, Woven",20869173,Black,$34.99
Minnesota Timberwolves,http://shop.neweracap.com/style/NBA-Solid-Team-59FIFTY-Cap/20869172,Minnesota Timberwolves NBA Solid Team 59FIFTY Cap,"Made of 80% Wool, Woven, 20% Polyester, Woven",20869172,Gray,$34.99
Milwaukee Bucks,http://shop.neweracap.com/style/NBA-Solid-Team-59FIFTY-Cap/20869169,Milwaukee Bucks NBA Solid Team 59FIFTY Cap,"Made of 80% Wool, Woven, 20% Polyester, Woven",20869169,Tan,$34.99
Memphis Grizzlies,http://shop.neweracap.com/style/NBA-Solid-Team-59FIFTY-Cap/20869164,Memphis Grizzlies NBA Solid Team 59FIFTY Cap,"Made of 80% Wool, Woven, 20% Polyester, Woven",20869164,SkyBlue,$34.99
Memphis Grizzlies,http://shop.neweracap.com/style/NBA-Solid-Team-59FIFTY-Cap/20869163,Memphis Grizzlies NBA Solid Team 59FIFTY Cap,"Made of 80% Wool, Woven, 20% Polyester, Woven",20869163,Black,$34.99
Los Angeles Clippers,http://shop.neweracap.com/style/NBA-Solid-Team-59FIFTY-Cap/20869156,Los Angeles Clippers NBA Solid Team 59FIFTY Cap,"Made of 80% Wool, Woven, 20% Polyester, Woven",20869156,RoyalBlue,$34.99
Indiana Pacers,http://shop.neweracap.com/style/NBA-Solid-Team-59FIFTY-Cap/20869154,Indiana Pacers NBA Solid Team 59FIFTY Cap,"Made of 80% Wool, Woven, 20% Polyester, Woven",20869154,Navy,$34.99
Houston Rockets,http://shop.neweracap.com/style/NBA-Solid-Team-59FIFTY-Cap/20869150,Houston Rockets NBA Solid Team 59FIFTY Cap,"Made of 80% Wool, Woven, 20% Polyester, Woven",20869150,Red,$34.99
Denver Nuggets,http://shop.neweracap.com/style/NBA-Solid-Team-59FIFTY-Cap/20869142,Denver Nuggets NBA Solid Team 59FIFTY Cap,"Made of 80% Wool, Woven, 20% Polyester, Woven",20869142,Navy,$34.99
Denver Nuggets,http://shop.neweracap.com/style/NBA-Solid-Team-59FIFTY-Cap/20869141,Denver Nuggets NBA Solid Team 59FIFTY Cap,"Made of 80% Wool, Woven, 20% Polyester, Woven",20869141,SkyBlue,$34.99
Dallas Mavericks,http://shop.neweracap.com/style/NBA-Solid-Team-59FIFTY-Cap/20869139,Dallas Mavericks NBA Solid Team 59FIFTY Cap,"Made of 80% Wool, Woven, 20% Polyester, Woven",20869139,Blue,$34.99
Denver Nuggets,http://shop.neweracap.com/style/NBA-2-Tone-Team-59FIFTY-Cap/20869232,Denver Nuggets NBA 2 Tone Team 59FIFTY Cap,"Made of 80% Wool, Woven, 20% Polyester, Woven",20869232,White/SkyBlue,$34.99
Dallas Mavericks,http://shop.neweracap.com/style/NBA-2-Tone-Team-59FIFTY-Cap/20869230,Dallas Mavericks NBA 2 Tone Team 59FIFTY Cap,"Made of 80% Wool, Woven, 20% Polyester, Woven",20869230,White/Navy,$34.99
Charlotte Hornets,http://shop.neweracap.com/style/NBA-2-Tone-Team-59FIFTY-Cap/20869223,Charlotte Hornets NBA 2 Tone Team 59FIFTY Cap,"Made of 80% Wool, Woven, 20% Polyester, Woven",20869223,White/Purple,$34.99
Washington Wizards,http://shop.neweracap.com/style/NBA-Solid-Team-59FIFTY-Cap/20869210,Washington Wizards NBA Solid Team 59FIFTY Cap,"Made of 80% Wool, Woven, 20% Polyester, Woven",20869210,Red,$34.99
Toronto Raptors,http://shop.neweracap.com/style/NBA-Solid-Team-59FIFTY-Cap/20869207,Toronto Raptors NBA Solid Team 59FIFTY Cap,"Made of 80% Wool, Woven, 20% Polyester, Woven",20869207,Gray,$34.99
Portland Trail Blazers,http://shop.neweracap.com/style/NBA-Solid-Team-59FIFTY-Cap/20869201,Portland Trail Blazers NBA Solid Team 59FIFTY Cap,"Made of 80% Wool, Woven, 20% Polyester, Woven",20869201,Red,$34.99
Phoenix Suns,http://shop.neweracap.com/style/NBA-Solid-Team-59FIFTY-Cap/20869197,Phoenix Suns NBA Solid Team 59FIFTY Cap,"Made of 80% Wool, Woven, 20% Polyester, Woven",20869197,Orange,$34.99
Sacramento Kings,http://shop.neweracap.com/style/NBA-Solid-Team-59FIFTY-Cap/20869194,Sacramento Kings NBA Solid Team 59FIFTY Cap,"Made of 80% Wool, Woven, 20% Polyester, Woven",20869194,Purple,$34.99
Utah Jazz,http://shop.neweracap.com/style/NBA-Solid-Team-59FIFTY-Cap/20869188,Utah Jazz NBA Solid Team 59FIFTY Cap,"Made of 80% Wool, Woven, 20% Polyester, Woven",20869188,Black,$34.99
Orlando Magic,http://shop.neweracap.com/style/NBA-Solid-Team-59FIFTY-Cap/20869186,Orlando Magic NBA Solid Team 59FIFTY Cap,"Made of 80% Wool, Woven, 20% Polyester, Woven",20869186,Gray,$34.99
Oklahoma City Thunder,http://shop.neweracap.com/style/NBA-Solid-Team-59FIFTY-Cap/20869182,Oklahoma City Thunder NBA Solid Team 59FIFTY Cap,"Made of 80% Wool, Woven, 20% Polyester, Woven",20869182,Navy,$34.99
New Orleans Pelicans,http://shop.neweracap.com/style/NBA-Solid-Team-59FIFTY-Cap/20869176,New Orleans Pelicans NBA Solid Team 59FIFTY Cap,"Made of 80% Wool, Woven, 20% Polyester, Woven",20869176,Tan,$34.99
Minnesota Timberwolves,http://shop.neweracap.com/style/NBA-Solid-Team-59FIFTY-Cap/20869171,Minnesota Timberwolves NBA Solid Team 59FIFTY Cap,"Made of 80% Wool, Woven, 20% Polyester, Woven",20869171,Blue,$34.99
Miami Heat,http://shop.neweracap.com/style/NBA-Solid-Team-59FIFTY-Cap/20869166,Miami Heat NBA Solid Team 59FIFTY Cap,"Made of 80% Wool, Woven, 20% Polyester, Woven",20869166,Cardinal Red,$34.99
Indiana Pacers,http://shop.neweracap.com/style/NBA-Solid-Team-59FIFTY-Cap/20869155,Indiana Pacers NBA Solid Team 59FIFTY Cap,"Made of 80% Wool, Woven, 20% Polyester, Woven",20869155,Black,$34.99
Houston Rockets,http://shop.neweracap.com/style/NBA-Solid-Team-59FIFTY-Cap/20869153,Houston Rockets NBA Solid Team 59FIFTY Cap,"Made of 80% Wool, Woven, 20% Polyester, Woven",20869153,Gold,$34.99
Houston Rockets,http://shop.neweracap.com/style/NBA-Solid-Team-59FIFTY-Cap/20869152,Houston Rockets NBA Solid Team 59FIFTY Cap,"Made of 80% Wool, Woven, 20% Polyester, Woven",20869152,Gray,$34.99
Detroit Pistons,http://shop.neweracap.com/style/NBA-Solid-Team-59FIFTY-Cap/20869145,Detroit Pistons NBA Solid Team 59FIFTY Cap,"Made of 80% Wool, Woven, 20% Polyester, Woven",20869145,Red,$34.99
Denver Nuggets,http://shop.neweracap.com/style/NBA-Solid-Team-59FIFTY-Cap/20869143,Denver Nuggets NBA Solid Team 59FIFTY Cap,"Made of 80% Wool, Woven, 20% Polyester, Woven",20869143,Black,$34.99
Dallas Mavericks,http://shop.neweracap.com/style/NBA-Solid-Team-59FIFTY-Cap/20869138,Dallas Mavericks NBA Solid Team 59FIFTY Cap,"Made of 80% Wool, Woven, 20% Polyester, Woven",20869138,Navy,$34.99
Oakland Raiders,http://shop.neweracap.com/style/NFL-Salute-to-Service-Official-59FIFTY-Cap/20840963,Oakland Raiders NFL Salute to Service Official 59FIFTY Cap,"Made of 100% Polyester, Woven",20840963,Charcoal/Camo,$36.99
Denver Broncos,http://shop.neweracap.com/style/NFL-Salute-to-Service-Official-59FIFTY-Cap/20840950,Denver Broncos NFL Salute to Service Official 59FIFTY Cap,"Made of 100% Polyester, Woven",20840950,Charcoal/Camo,$36.99
New England Patriots,http://shop.neweracap.com/style/NFL-Salute-to-Service-Official-59FIFTY-Cap/20840959,New England Patriots NFL Salute to Service Official 59FIFTY Cap,"Made of 100% Polyester, Woven",20840959,Charcoal/Camo,$36.99
San Francisco 49ers,http://shop.neweracap.com/style/NFL-Salute-to-Service-Official-59FIFTY-Cap/20840967,San Francisco 49ers NFL Salute to Service Official 59FIFTY Cap,"Made of 100% Polyester, Woven",20840967,Charcoal/Camo,$36.99
Seattle Seahawks,http://shop.neweracap.com/style/NFL-Salute-to-Service-Official-59FIFTY-Cap/20840968,Seattle Seahawks NFL Salute to Service Official 59FIFTY Cap,"Made of 100% Polyester, Woven",20840968,Charcoal/Camo,$36.99
Philadelphia Eagles,http://shop.neweracap.com/style/NFL-Salute-to-Service-Official-59FIFTY-Cap/20840964,Philadelphia Eagles NFL Salute to Service Official 59FIFTY Cap,"Made of 100% Polyester, Woven",20840964,Charcoal/Camo,$36.99
New York Giants,http://shop.neweracap.com/style/NFL-Salute-to-Service-Official-59FIFTY-Cap/20840961,New York Giants NFL Salute to Service Official 59FIFTY Cap,"Made of 100% Polyester, Woven",20840961,Charcoal/Camo,$36.99
Chicago Bulls,http://shop.neweracap.com/style/NBA-Solid-Team-59FIFTY-Cap/20869134,Chicago Bulls NBA Solid Team 59FIFTY Cap,"Made of 80% Wool, Woven, 20% Polyester, Woven",20869134,Black,$34.99
Arizona Cardinals,http://shop.neweracap.com/style/NFL-Salute-to-Service-Official-59FIFTY-Cap/20840942,Arizona Cardinals NFL Salute to Service Official 59FIFTY Cap,"Made of 100% Polyester, Woven",20840942,Charcoal/Camo,$36.99
Buffalo Bills,http://shop.neweracap.com/style/NFL-Salute-to-Service-Official-59FIFTY-Cap/20840945,Buffalo Bills NFL Salute to Service Official 59FIFTY Cap,"Made of 100% Polyester, Woven",20840945,Charcoal/Camo,$36.99
San Diego Chargers,http://shop.neweracap.com/style/NFL-Salute-to-Service-Official-59FIFTY-Cap/20840966,San Diego Chargers NFL Salute to Service Official 59FIFTY Cap,"Made of 100% Polyester, Woven",20840966,Charcoal/Camo,$36.99
Pittsburgh Steelers,http://shop.neweracap.com/style/NFL-Salute-to-Service-Official-59FIFTY-Cap/20840965,Pittsburgh Steelers NFL Salute to Service Official 59FIFTY Cap,"Made of 100% Polyester, Woven",20840965,Charcoal/Camo,$36.99
Minnesota Vikings,http://shop.neweracap.com/style/NFL-Salute-to-Service-Official-59FIFTY-Cap/20840958,Minnesota Vikings NFL Salute to Service Official 59FIFTY Cap,"Made of 100% Polyester, Woven",20840958,Charcoal/Camo,$36.99
Miami Dolphins,http://shop.neweracap.com/style/NFL-Salute-to-Service-Official-59FIFTY-Cap/20840957,Miami Dolphins NFL Salute to Service Official 59FIFTY Cap,"Made of 100% Polyester, Woven",20840957,Charcoal/Camo,$36.99
Tampa Bay Buccaneers,http://shop.neweracap.com/style/NFL-Salute-to-Service-Official-59FIFTY-Cap/20840970,Tampa Bay Buccaneers NFL Salute to Service Official 59FIFTY Cap,"Made of 100% Polyester, Woven",20840970,Charcoal/Camo,$36.99
Washington Redskins,http://shop.neweracap.com/style/NFL-Salute-to-Service-Official-59FIFTY-Cap/20840972,Washington Redskins NFL Salute to Service Official 59FIFTY Cap,"Made of 100% Polyester, Woven",20840972,Charcoal/Camo,$36.99
Green Bay Packers,http://shop.neweracap.com/style/NFL-Salute-to-Service-Official-59FIFTY-Cap/20840952,Green Bay Packers NFL Salute to Service Official 59FIFTY Cap,"Made of 100% Polyester, Woven",20840952,Charcoal/Camo,$36.99
Chicago Bears,http://shop.neweracap.com/style/NFL-Salute-to-Service-Official-59FIFTY-Cap/20840947,Chicago Bears NFL Salute to Service Official 59FIFTY Cap,"Made of 100% Polyester, Woven",20840947,Charcoal/Camo,$36.99
Chicago Bulls,http://shop.neweracap.com/style/NBA-Solid-Team-59FIFTY-Cap/20869133,Chicago Bulls NBA Solid Team 59FIFTY Cap,"Made of 80% Wool, Woven, 20% Polyester, Woven",20869133,Red,$34.99
Boston Celtics,http://shop.neweracap.com/style/NBA-Solid-Team-59FIFTY-Cap/20869125,Boston Celtics NBA Solid Team 59FIFTY Cap,"Made of 80% Wool, Woven, 20% Polyester, Woven",20869125,Black,$34.99
Indianapolis Colts,http://shop.neweracap.com/style/NFL-Salute-to-Service-Official-59FIFTY-Cap/20840954,Indianapolis Colts NFL Salute to Service Official 59FIFTY Cap,"Made of 100% Polyester, Woven",20840954,Charcoal/Camo,$36.99
Kansas City Chiefs,http://shop.neweracap.com/style/NFL-Salute-to-Service-Official-59FIFTY-Cap/20840956,Kansas City Chiefs NFL Salute to Service Official 59FIFTY Cap,"Made of 100% Polyester, Woven",20840956,Charcoal/Camo,$36.99
Atlanta Falcons,http://shop.neweracap.com/style/NFL-Salute-to-Service-Official-59FIFTY-Cap/20840943,Atlanta Falcons NFL Salute to Service Official 59FIFTY Cap,"Made of 100% Polyester, Woven",20840943,Charcoal/Camo,$36.99
Boston Celtics,http://shop.neweracap.com/style/NBA-Solid-Team-59FIFTY-Cap/20869124,Boston Celtics NBA Solid Team 59FIFTY Cap,"Made of 80% Wool, Woven, 20% Polyester, Woven",20869124,Kelly Green,$34.99
Chicago Bulls,http://shop.neweracap.com/style/NBA-Logoman-59FIFTY-Cap/20869296,Chicago Bulls NBA Logoman 59FIFTY Cap,"Made of 80% Wool, Woven, 20% Polyester, Woven",20869296,Black,$34.99
Tennessee Titans,http://shop.neweracap.com/style/NFL-Salute-to-Service-Official-59FIFTY-Cap/20840971,Tennessee Titans NFL Salute to Service Official 59FIFTY Cap,"Made of 100% Polyester, Woven",20840971,Charcoal/Camo,$36.99
Los Angeles Rams,http://shop.neweracap.com/style/NFL-Salute-to-Service-Official-59FIFTY-Cap/20840969,Los Angeles Rams NFL Salute to Service Official 59FIFTY Cap,"Made of 100% Polyester, Woven",20840969,Charcoal/Camo,$36.99
New York Jets,http://shop.neweracap.com/style/NFL-Salute-to-Service-Official-59FIFTY-Cap/20840962,New York Jets NFL Salute to Service Official 59FIFTY Cap,"Made of 100% Polyester, Woven",20840962,Charcoal/Camo,$36.99
Houston Texans,http://shop.neweracap.com/style/NFL-Salute-to-Service-Official-59FIFTY-Cap/20840953,Houston Texans NFL Salute to Service Official 59FIFTY Cap,"Made of 100% Polyester, Woven",20840953,Charcoal/Camo,$36.99
Baltimore Ravens,http://shop.neweracap.com/style/NFL-Salute-to-Service-Official-59FIFTY-Cap/20840944,Baltimore Ravens NFL Salute to Service Official 59FIFTY Cap,"Made of 100% Polyester, Woven",20840944,Charcoal/Camo,$36.99
Detroit Lions,http://shop.neweracap.com/style/NFL-Salute-to-Service-Official-59FIFTY-Cap/20840951,Detroit Lions NFL Salute to Service Official 59FIFTY Cap,"Made of 100% Polyester, Woven",20840951,Charcoal/Camo,$36.99
Carolina Panthers,http://shop.neweracap.com/style/NFL-Salute-to-Service-Official-59FIFTY-Cap/20840946,Carolina Panthers NFL Salute to Service Official 59FIFTY Cap,"Made of 100% Polyester, Woven",20840946,Charcoal/Camo,$36.99
Los Angeles Lakers,http://shop.neweracap.com/style/NBA-Logoman-59FIFTY-Cap/20869314,Los Angeles Lakers NBA Logoman 59FIFTY Cap,"Made of 70% Acrylic, Woven, 30% Wool, Woven",20869314,Black,$34.99
Chicago Bulls,http://shop.neweracap.com/style/NBA-Logoman-59FIFTY-Cap/20869295,Chicago Bulls NBA Logoman 59FIFTY Cap,"Made of 80% Wool, Woven, 20% Polyester, Woven",20869295,White/Red/Black,$34.99
Brooklyn Nets,http://shop.neweracap.com/style/NBA-Solid-Team-59FIFTY-Cap/20869127,Brooklyn Nets NBA Solid Team 59FIFTY Cap,"Made of 80% Wool, Woven, 20% Polyester, Woven",20869127,RoyalBlue,$34.99
Brooklyn Nets,http://shop.neweracap.com/style/NBA-Solid-Team-59FIFTY-Cap/20869126,Brooklyn Nets NBA Solid Team 59FIFTY Cap,"Made of 80% Wool, Woven, 20% Polyester, Woven",20869126,Black,$34.99
Atlanta Hawks,http://shop.neweracap.com/style/NBA-Solid-Team-59FIFTY-Cap/20869120,Atlanta Hawks NBA Solid Team 59FIFTY Cap,"Made of 80% Wool, Woven, 20% Polyester, Woven",20869120,Black,$34.99
Cleveland Browns,http://shop.neweracap.com/style/NFL-Salute-to-Service-Official-59FIFTY-Cap/20840949,Cleveland Browns NFL Salute to Service Official 59FIFTY Cap,"Made of 100% Polyester, Woven",20840949,Charcoal/Camo,$36.99
Golden State Warriors,http://shop.neweracap.com/style/NBA-Logoman-59FIFTY-Cap/20869305,Golden State Warriors NBA Logoman 59FIFTY Cap,"Made of 80% Wool, Woven, 20% Polyester, Woven",20869305,White/Gold/RoyalBlue,$34.99
Los Angeles Clippers,http://shop.neweracap.com/style/NBA-Solid-Team-59FIFTY-Cap/20869158,Los Angeles Clippers NBA Solid Team 59FIFTY Cap,"Made of 80% Wool, Woven, 20% Polyester, Woven",20869158,Black,$34.99
Atlanta Hawks,http://shop.neweracap.com/style/NBA-Solid-Team-59FIFTY-Cap/20869119,Atlanta Hawks NBA Solid Team 59FIFTY Cap,"Made of 80% Wool, Woven, 20% Polyester, Woven",20869119,Red,$34.99
New Orleans Saints,http://shop.neweracap.com/style/NFL-Salute-to-Service-Official-59FIFTY-Cap/20840960,New Orleans Saints NFL Salute to Service Official 59FIFTY Cap,"Made of 100% Polyester, Woven",20840960,Charcoal/Camo,$36.99
San Antonio Spurs,http://shop.neweracap.com/style/NBA-Logoman-59FIFTY-Cap/20869340,San Antonio Spurs NBA Logoman 59FIFTY Cap,"Made of 56% Acrylic, Woven, 24% Wool, Woven, 20% Cotton, Woven",20869340,White/Gray/Black,$34.99
Sacramento Kings,http://shop.neweracap.com/style/NBA-Logoman-59FIFTY-Cap/20869338,Sacramento Kings NBA Logoman 59FIFTY Cap,"Made of 56% Acrylic, Woven, 24% Wool, Woven, 20% Cotton, Woven",20869338,White/Purple/Black,$34.99
Portland Trail Blazers,http://shop.neweracap.com/style/NBA-Logoman-59FIFTY-Cap/20869336,Portland Trail Blazers NBA Logoman 59FIFTY Cap,"Made of 56% Acrylic, Woven, 24% Wool, Woven, 20% Cotton, Woven",20869336,White/Red/Black,$34.99
New York Knicks,http://shop.neweracap.com/style/NBA-Logoman-59FIFTY-Cap/20869325,New York Knicks NBA Logoman 59FIFTY Cap,"Made of 80% Wool, Woven, 20% Polyester, Woven",20869325,Black,$34.99
Charlotte Hornets,http://shop.neweracap.com/style/NBA-Solid-Team-59FIFTY-Cap/20869130,Charlotte Hornets NBA Solid Team 59FIFTY Cap,"Made of 80% Wool, Woven, 20% Polyester, Woven",20869130,Teal,$34.99
Cincinnati Bengals,http://shop.neweracap.com/style/NFL-Salute-to-Service-Official-59FIFTY-Cap/20840948,Cincinnati Bengals NFL Salute to Service Official 59FIFTY Cap,"Made of 100% Polyester, Woven",20840948,Charcoal/Camo,$36.99
Washington Wizards,http://shop.neweracap.com/style/NBA-Logoman-59FIFTY-Cap/20869346,Washington Wizards NBA Logoman 59FIFTY Cap,"Made of 56% Acrylic, Woven, 24% Wool, Woven, 20% Cotton, Woven",20869346,White/Red/Navy,$34.99
Washington Wizards,http://shop.neweracap.com/style/NBA-Logoman-59FIFTY-Cap/20869345,Washington Wizards NBA Logoman 59FIFTY Cap,"Made of 70% Acrylic, Woven, 30% Wool, Woven",20869345,Black,$34.99
San Antonio Spurs,http://shop.neweracap.com/style/NBA-Logoman-59FIFTY-Cap/20869339,San Antonio Spurs NBA Logoman 59FIFTY Cap,"Made of 70% Acrylic, Woven, 30% Wool, Woven",20869339,Black,$34.99
Portland Trail Blazers,http://shop.neweracap.com/style/NBA-Logoman-59FIFTY-Cap/20869335,Portland Trail Blazers NBA Logoman 59FIFTY Cap,"Made of 70% Acrylic, Woven, 30% Wool, Woven",20869335,Black,$34.99
Philadelphia 76ers,http://shop.neweracap.com/style/NBA-Logoman-59FIFTY-Cap/20869332,Philadelphia 76ers NBA Logoman 59FIFTY Cap,"Made of 56% Acrylic, Woven, 24% Wool, Woven, 20% Cotton, Woven",20869332,White/Red/RoyalBlue,$34.99
Philadelphia 76ers,http://shop.neweracap.com/style/NBA-Logoman-59FIFTY-Cap/20869331,Philadelphia 76ers NBA Logoman 59FIFTY Cap,"Made of 70% Acrylic, Woven, 30% Wool, Woven",20869331,Black,$34.99
Orlando Magic,http://shop.neweracap.com/style/NBA-Logoman-59FIFTY-Cap/20869330,Orlando Magic NBA Logoman 59FIFTY Cap,"Made of 56% Acrylic, Woven, 24% Wool, Woven, 20% Cotton, Woven",20869330,White/RoyalBlue/Black,$34.99
Orlando Magic,http://shop.neweracap.com/style/NBA-Logoman-59FIFTY-Cap/20869329,Orlando Magic NBA Logoman 59FIFTY Cap,"Made of 70% Acrylic, Woven, 30% Wool, Woven",20869329,Black,$34.99
Oklahoma City Thunder,http://shop.neweracap.com/style/NBA-Logoman-59FIFTY-Cap/20869327,Oklahoma City Thunder NBA Logoman 59FIFTY Cap,"Made of 70% Acrylic, Woven, 30% Wool, Woven",20869327,Black,$34.99
Milwaukee Bucks,http://shop.neweracap.com/style/NBA-Logoman-59FIFTY-Cap/20869320,Milwaukee Bucks NBA Logoman 59FIFTY Cap,"Made of 56% Acrylic, Woven, 24% Wool, Woven, 20% Cotton, Woven",20869320,White/Tan/Green,$34.99
Milwaukee Bucks,http://shop.neweracap.com/style/NBA-Logoman-59FIFTY-Cap/20869319,Milwaukee Bucks NBA Logoman 59FIFTY Cap,"Made of 70% Acrylic, Woven, 30% Wool, Woven",20869319,Black,$34.99
Miami Heat,http://shop.neweracap.com/style/NBA-Logoman-59FIFTY-Cap/20869318,Miami Heat NBA Logoman 59FIFTY Cap,"Made of 56% Acrylic, Woven, 24% Wool, Woven, 20% Cotton, Woven",20869318,White/Cardinal Red/Black,$34.99
Indiana Pacers,http://shop.neweracap.com/style/NBA-Logoman-59FIFTY-Cap/20869310,Indiana Pacers NBA Logoman 59FIFTY Cap,"Made of 70% Acrylic, Woven, 30% Wool, Woven",20869310,Black,$34.99
Golden State Warriors,http://shop.neweracap.com/style/NBA-Logoman-59FIFTY-Cap/20869306,Golden State Warriors NBA Logoman 59FIFTY Cap,"Made of 80% Wool, Woven, 20% Polyester, Woven",20869306,Black,$34.99
Dallas Mavericks,http://shop.neweracap.com/style/NBA-Logoman-59FIFTY-Cap/20869300,Dallas Mavericks NBA Logoman 59FIFTY Cap,"Made of 70% Acrylic, Woven, 30% Wool, Woven",20869300,Black,$34.99
Cleveland Cavaliers,http://shop.neweracap.com/style/NBA-Logoman-59FIFTY-Cap/20869297,Cleveland Cavaliers NBA Logoman 59FIFTY Cap,"Made of 56% Acrylic, Woven, 24% Wool, Woven, 20% Cotton, Woven",20869297,White/Cardinal Red/Navy,$34.99
Brooklyn Nets,http://shop.neweracap.com/style/NBA-Logoman-59FIFTY-Cap/20869292,Brooklyn Nets NBA Logoman 59FIFTY Cap,"Made of 80% Wool, Woven, 20% Polyester, Woven",20869292,Black,$34.99
Brooklyn Nets,http://shop.neweracap.com/style/NBA-Logoman-59FIFTY-Cap/20869291,Brooklyn Nets NBA Logoman 59FIFTY Cap,"Made of 80% Wool, Woven, 20% Polyester, Woven",20869291,White/Gray/Black,$34.99
Boston Celtics,http://shop.neweracap.com/style/NBA-Logoman-59FIFTY-Cap/20869290,Boston Celtics NBA Logoman 59FIFTY Cap,"Made of 80% Wool, Woven, 20% Polyester, Woven",20869290,Black,$34.99
Boston Celtics,http://shop.neweracap.com/style/NBA-Logoman-59FIFTY-Cap/20869289,Boston Celtics NBA Logoman 59FIFTY Cap,"Made of 80% Wool, Woven, 20% Polyester, Woven",20869289,White/Kelly Green/Black,$34.99
Atlanta Hawks,http://shop.neweracap.com/style/NBA-Logoman-59FIFTY-Cap/20869288,Atlanta Hawks NBA Logoman 59FIFTY Cap,"Made of 70% Acrylic, Woven, 30% Wool, Woven",20869288,Black,$34.99
Dallas Mavericks,http://shop.neweracap.com/style/NBA-Solid-Team-59FIFTY-Cap/20869140,Dallas Mavericks NBA Solid Team 59FIFTY Cap,"Made of 80% Wool, Woven, 20% Polyester, Woven",20869140,Black,$34.99
Charlotte Hornets,http://shop.neweracap.com/style/NBA-Solid-Team-59FIFTY-Cap/20869129,Charlotte Hornets NBA Solid Team 59FIFTY Cap,"Made of 80% Wool, Woven, 20% Polyester, Woven",20869129,Purple,$34.99
Brooklyn Nets,http://shop.neweracap.com/style/NBA-Solid-Team-59FIFTY-Cap/20869128,Brooklyn Nets NBA Solid Team 59FIFTY Cap,"Made of 80% Wool, Woven, 20% Polyester, Woven",20869128,Gray,$34.99
Boston Celtics,http://shop.neweracap.com/style/NBA-Solid-Team-59FIFTY-Cap/20869123,Boston Celtics NBA Solid Team 59FIFTY Cap,"Made of 80% Wool, Woven, 20% Polyester, Woven",20869123,Kelly Green,$34.99
Atlanta Hawks,http://shop.neweracap.com/style/NBA-Solid-Team-59FIFTY-Cap/20869122,Atlanta Hawks NBA Solid Team 59FIFTY Cap,"Made of 80% Wool, Woven, 20% Polyester, Woven",20869122,Black/Black,$34.99
Atlanta Hawks,http://shop.neweracap.com/style/NBA-Solid-Team-59FIFTY-Cap/20869121,Atlanta Hawks NBA Solid Team 59FIFTY Cap,"Made of 80% Wool, Woven, 20% Polyester, Woven",20869121,Lime,$34.99
Jacksonville Jaguars,http://shop.neweracap.com/style/NFL-Salute-to-Service-Official-59FIFTY-Cap/20840955,Jacksonville Jaguars NFL Salute to Service Official 59FIFTY Cap,"Made of 100% Polyester, Woven",20840955,Charcoal/Camo,$36.99
Utah Jazz,http://shop.neweracap.com/style/NBA-Logoman-59FIFTY-Cap/20869344,Utah Jazz NBA Logoman 59FIFTY Cap,"Made of 56% Acrylic, Woven, 24% Wool, Woven, 20% Cotton, Woven",20869344,White/Green/Navy,$34.99
Utah Jazz,http://shop.neweracap.com/style/NBA-Logoman-59FIFTY-Cap/20869343,Utah Jazz NBA Logoman 59FIFTY Cap,"Made of 70% Acrylic, Woven, 30% Wool, Woven",20869343,Black,$34.99
Sacramento Kings,http://shop.neweracap.com/style/NBA-Logoman-59FIFTY-Cap/20869337,Sacramento Kings NBA Logoman 59FIFTY Cap,"Made of 70% Acrylic, Woven, 30% Wool, Woven",20869337,Black,$34.99
Phoenix Suns,http://shop.neweracap.com/style/NBA-Logoman-59FIFTY-Cap/20869334,Phoenix Suns NBA Logoman 59FIFTY Cap,"Made of 56% Acrylic, Woven, 24% Wool, Woven, 20% Cotton, Woven",20869334,White/Orange/Purple,$34.99
Phoenix Suns,http://shop.neweracap.com/style/NBA-Logoman-59FIFTY-Cap/20869333,Phoenix Suns NBA Logoman 59FIFTY Cap,"Made of 70% Acrylic, Woven, 30% Wool, Woven",20869333,Black,$34.99
Oklahoma City Thunder,http://shop.neweracap.com/style/NBA-Logoman-59FIFTY-Cap/20869328,Oklahoma City Thunder NBA Logoman 59FIFTY Cap,"Made of 56% Acrylic, Woven, 24% Wool, Woven, 20% Cotton, Woven",20869328,White/Orange/Blue,$34.99
New York Knicks,http://shop.neweracap.com/style/NBA-Logoman-59FIFTY-Cap/20869326,New York Knicks NBA Logoman 59FIFTY Cap,"Made of 56% Acrylic, Woven, 24% Wool, Woven, 20% Cotton, Woven",20869326,White/Orange/RoyalBlue,$34.99
New Orleans Pelicans,http://shop.neweracap.com/style/NBA-Logoman-59FIFTY-Cap/20869324,New Orleans Pelicans NBA Logoman 59FIFTY Cap,"Made of 56% Acrylic, Woven, 24% Wool, Woven, 20% Cotton, Woven",20869324,White/Red/Navy,$34.99
